Year,Status,Sex,Age Group,Aboriginal status,Region,Population
2015,Final,Female,85+,Aboriginal,East Arnhem,10
2015,Final,Female,85+,Aboriginal,Greater Darwin,12
2015,Final,Female,85+,Aboriginal,Top End,6
2015,Final,Female,85+,Non-Aboriginal,Barkly,7
2015,Final,Female,85+,Non-Aboriginal,Big Rivers,16
2015,Final,Female,85+,Non-Aboriginal,Central Australia,66
2015,Final,Female,85+,Non-Aboriginal,East Arnhem,2
2015,Final,Female,85+,Non-Aboriginal,Greater Darwin,314
2015,Final,Female,85+,Non-Aboriginal,Top End,8
2016,Final,Male,0-,Aboriginal,Barkly,296
2016,Final,Male,0-,Aboriginal,Big Rivers,706
2016,Final,Male,0-,Aboriginal,Central Australia,716
2016,Final,Male,0-,Aboriginal,East Arnhem,493
2016,Final,Male,0-,Aboriginal,Greater Darwin,896
2016,Final,Male,0-,Aboriginal,Top End,653
2016,Final,Male,0-,Non-Aboriginal,Barkly,74
2016,Final,Male,0-,Non-Aboriginal,Big Rivers,314
2016,Final,Male,0-,Non-Aboriginal,Central Australia,771
2016,Final,Male,0-,Non-Aboriginal,East Arnhem,171
2016,Final,Male,0-,Non-Aboriginal,Greater Darwin,4637
2016,Final,Male,0-,Non-Aboriginal,Top End,117
2016,Final,Female,0-,Aboriginal,Barkly,270
2016,Final,Female,0-,Aboriginal,Big Rivers,616
2016,Final,Female,0-,Aboriginal,Central Australia,711
2016,Final,Female,0-,Aboriginal,East Arnhem,440
2016,Final,Female,0-,Aboriginal,Greater Darwin,829
2016,Final,Female,0-,Aboriginal,Top End,602
2016,Final,Female,0-,Non-Aboriginal,Barkly,76
2016,Final,Female,0-,Non-Aboriginal,Big Rivers,339
2016,Final,Female,0-,Non-Aboriginal,Central Australia,680
2016,Final,Female,0-,Non-Aboriginal,East Arnhem,190
2016,Final,Female,0-,Non-Aboriginal,Greater Darwin,4630
2016,Final,Female,0-,Non-Aboriginal,Top End,129
2016,Final,Male,10-,Aboriginal,Barkly,292
2016,Final,Male,10-,Aboriginal,Big Rivers,632
2016,Final,Male,10-,Aboriginal,Central Australia,684
2016,Final,Male,10-,Aboriginal,East Arnhem,648
2016,Final,Male,10-,Aboriginal,Greater Darwin,935
2016,Final,Male,10-,Aboriginal,Top End,653
2016,Final,Male,10-,Non-Aboriginal,Barkly,27
2016,Final,Male,10-,Non-Aboriginal,Big Rivers,192
2016,Final,Male,10-,Non-Aboriginal,Central Australia,574
2016,Final,Male,10-,Non-Aboriginal,East Arnhem,152
2016,Final,Male,10-,Non-Aboriginal,Greater Darwin,3389
2016,Final,Male,10-,Non-Aboriginal,Top End,70
2016,Final,Female,10-,Aboriginal,Barkly,215
2016,Final,Female,10-,Aboriginal,Big Rivers,637
2016,Final,Female,10-,Aboriginal,Central Australia,695
2016,Final,Female,10-,Aboriginal,East Arnhem,493
2016,Final,Female,10-,Aboriginal,Greater Darwin,872
2016,Final,Female,10-,Aboriginal,Top End,561
2016,Final,Female,10-,Non-Aboriginal,Barkly,40
2016,Final,Female,10-,Non-Aboriginal,Big Rivers,204
2016,Final,Female,10-,Non-Aboriginal,Central Australia,501
2016,Final,Female,10-,Non-Aboriginal,East Arnhem,142
2016,Final,Female,10-,Non-Aboriginal,Greater Darwin,3308
2016,Final,Female,10-,Non-Aboriginal,Top End,88
2016,Final,Male,15-,Aboriginal,Barkly,226
2016,Final,Male,15-,Aboriginal,Big Rivers,656
2016,Final,Male,15-,Aboriginal,Central Australia,712
2016,Final,Male,15-,Aboriginal,East Arnhem,600
2016,Final,Male,15-,Aboriginal,Greater Darwin,808
2016,Final,Male,15-,Aboriginal,Top End,546
2016,Final,Male,15-,Non-Aboriginal,Barkly,49
2016,Final,Male,15-,Non-Aboriginal,Big Rivers,217
2016,Final,Male,15-,Non-Aboriginal,Central Australia,557
2016,Final,Male,15-,Non-Aboriginal,East Arnhem,79
2016,Final,Male,15-,Non-Aboriginal,Greater Darwin,3394
2016,Final,Male,15-,Non-Aboriginal,Top End,68
2016,Final,Female,15-,Aboriginal,Barkly,221
2016,Final,Female,15-,Aboriginal,Big Rivers,538
2016,Final,Female,15-,Aboriginal,Central Australia,629
2016,Final,Female,15-,Aboriginal,East Arnhem,552
2016,Final,Female,15-,Aboriginal,Greater Darwin,722
2016,Final,Female,15-,Aboriginal,Top End,588
2016,Final,Female,15-,Non-Aboriginal,Barkly,31
2016,Final,Female,15-,Non-Aboriginal,Big Rivers,183
2016,Final,Female,15-,Non-Aboriginal,Central Australia,426
2016,Final,Female,15-,Non-Aboriginal,East Arnhem,54
2016,Final,Female,15-,Non-Aboriginal,Greater Darwin,3010
2016,Final,Female,15-,Non-Aboriginal,Top End,55
2016,Final,Male,20-,Aboriginal,Barkly,289
2016,Final,Male,20-,Aboriginal,Big Rivers,530
2016,Final,Male,20-,Aboriginal,Central Australia,821
2016,Final,Male,20-,Aboriginal,East Arnhem,489
2016,Final,Male,20-,Aboriginal,Greater Darwin,870
2016,Final,Male,20-,Aboriginal,Top End,635
2016,Final,Male,20-,Non-Aboriginal,Barkly,104
2016,Final,Male,20-,Non-Aboriginal,Big Rivers,344
2016,Final,Male,20-,Non-Aboriginal,Central Australia,614
2016,Final,Male,20-,Non-Aboriginal,East Arnhem,97
2016,Final,Male,20-,Non-Aboriginal,Greater Darwin,4984
2016,Final,Male,20-,Non-Aboriginal,Top End,96
2016,Final,Female,20-,Aboriginal,Barkly,274
2016,Final,Female,20-,Aboriginal,Big Rivers,518
2016,Final,Female,20-,Aboriginal,Central Australia,755
2016,Final,Female,20-,Aboriginal,East Arnhem,507
2016,Final,Female,20-,Aboriginal,Greater Darwin,644
2016,Final,Female,20-,Aboriginal,Top End,615
2016,Final,Female,20-,Non-Aboriginal,Barkly,67
2016,Final,Female,20-,Non-Aboriginal,Big Rivers,308
2016,Final,Female,20-,Non-Aboriginal,Central Australia,609
2016,Final,Female,20-,Non-Aboriginal,East Arnhem,79
2016,Final,Female,20-,Non-Aboriginal,Greater Darwin,4166
2016,Final,Female,20-,Non-Aboriginal,Top End,91
2016,Final,Male,25-,Aboriginal,Barkly,241
2016,Final,Male,25-,Aboriginal,Big Rivers,598
2016,Final,Male,25-,Aboriginal,Central Australia,742
2016,Final,Male,25-,Aboriginal,East Arnhem,483
2016,Final,Male,25-,Aboriginal,Greater Darwin,863
2016,Final,Male,25-,Aboriginal,Top End,629
2016,Final,Male,25-,Non-Aboriginal,Barkly,103
2016,Final,Male,25-,Non-Aboriginal,Big Rivers,489
2016,Final,Male,25-,Non-Aboriginal,Central Australia,969
2016,Final,Male,25-,Non-Aboriginal,East Arnhem,168
2016,Final,Male,25-,Non-Aboriginal,Greater Darwin,7153
2016,Final,Male,25-,Non-Aboriginal,Top End,146
2016,Final,Female,25-,Aboriginal,Barkly,226
2016,Final,Female,25-,Aboriginal,Big Rivers,564
2016,Final,Female,25-,Aboriginal,Central Australia,671
2016,Final,Female,25-,Aboriginal,East Arnhem,507
2016,Final,Female,25-,Aboriginal,Greater Darwin,670
2016,Final,Female,25-,Aboriginal,Top End,597
2016,Final,Female,25-,Non-Aboriginal,Barkly,111
2016,Final,Female,25-,Non-Aboriginal,Big Rivers,429
2016,Final,Female,25-,Non-Aboriginal,Central Australia,1202
2016,Final,Female,25-,Non-Aboriginal,East Arnhem,160
2016,Final,Female,25-,Non-Aboriginal,Greater Darwin,6479
2016,Final,Female,25-,Non-Aboriginal,Top End,167
2016,Final,Male,30-,Aboriginal,Barkly,204
2016,Final,Male,30-,Aboriginal,Big Rivers,440
2016,Final,Male,30-,Aboriginal,Central Australia,686
2016,Final,Male,30-,Aboriginal,East Arnhem,471
2016,Final,Male,30-,Aboriginal,Greater Darwin,770
2016,Final,Male,30-,Aboriginal,Top End,553
2016,Final,Male,30-,Non-Aboriginal,Barkly,95
2016,Final,Male,30-,Non-Aboriginal,Big Rivers,419
2016,Final,Male,30-,Non-Aboriginal,Central Australia,1053
2016,Final,Male,30-,Non-Aboriginal,East Arnhem,183
2016,Final,Male,30-,Non-Aboriginal,Greater Darwin,6868
2016,Final,Male,30-,Non-Aboriginal,Top End,171
2016,Final,Female,30-,Aboriginal,Barkly,197
2016,Final,Female,30-,Aboriginal,Big Rivers,459
2016,Final,Female,30-,Aboriginal,Central Australia,695
2016,Final,Female,30-,Aboriginal,East Arnhem,450
2016,Final,Female,30-,Aboriginal,Greater Darwin,561
2016,Final,Female,30-,Aboriginal,Top End,605
2016,Final,Female,30-,Non-Aboriginal,Barkly,97
2016,Final,Female,30-,Non-Aboriginal,Big Rivers,423
2016,Final,Female,30-,Non-Aboriginal,Central Australia,1063
2016,Final,Female,30-,Non-Aboriginal,East Arnhem,203
2016,Final,Female,30-,Non-Aboriginal,Greater Darwin,6406
2016,Final,Female,30-,Non-Aboriginal,Top End,190
2016,Final,Male,35-,Aboriginal,Barkly,158
2016,Final,Male,35-,Aboriginal,Big Rivers,346
2016,Final,Male,35-,Aboriginal,Central Australia,513
2016,Final,Male,35-,Aboriginal,East Arnhem,347
2016,Final,Male,35-,Aboriginal,Greater Darwin,659
2016,Final,Male,35-,Aboriginal,Top End,527
2016,Final,Male,35-,Non-Aboriginal,Barkly,73
2016,Final,Male,35-,Non-Aboriginal,Big Rivers,320
2016,Final,Male,35-,Non-Aboriginal,Central Australia,833
2016,Final,Male,35-,Non-Aboriginal,East Arnhem,190
2016,Final,Male,35-,Non-Aboriginal,Greater Darwin,5774
2016,Final,Male,35-,Non-Aboriginal,Top End,163
2016,Final,Female,35-,Aboriginal,Barkly,175
2016,Final,Female,35-,Aboriginal,Big Rivers,387
2016,Final,Female,35-,Aboriginal,Central Australia,566
2016,Final,Female,35-,Aboriginal,East Arnhem,385
2016,Final,Female,35-,Aboriginal,Greater Darwin,530
2016,Final,Female,35-,Aboriginal,Top End,463
2016,Final,Female,35-,Non-Aboriginal,Barkly,60
2016,Final,Female,35-,Non-Aboriginal,Big Rivers,301
2016,Final,Female,35-,Non-Aboriginal,Central Australia,868
2016,Final,Female,35-,Non-Aboriginal,East Arnhem,199
2016,Final,Female,35-,Non-Aboriginal,Greater Darwin,5181
2016,Final,Female,35-,Non-Aboriginal,Top End,150
2016,Final,Male,40-,Aboriginal,Barkly,154
2016,Final,Male,40-,Aboriginal,Big Rivers,337
2016,Final,Male,40-,Aboriginal,Central Australia,580
2016,Final,Male,40-,Aboriginal,East Arnhem,323
2016,Final,Male,40-,Aboriginal,Greater Darwin,625
2016,Final,Male,40-,Aboriginal,Top End,437
2016,Final,Male,40-,Non-Aboriginal,Barkly,75
2016,Final,Male,40-,Non-Aboriginal,Big Rivers,274
2016,Final,Male,40-,Non-Aboriginal,Central Australia,799
2016,Final,Male,40-,Non-Aboriginal,East Arnhem,185
2016,Final,Male,40-,Non-Aboriginal,Greater Darwin,5238
2016,Final,Male,40-,Non-Aboriginal,Top End,190
2016,Final,Female,40-,Aboriginal,Barkly,152
2016,Final,Female,40-,Aboriginal,Big Rivers,328
2016,Final,Female,40-,Aboriginal,Central Australia,643
2016,Final,Female,40-,Aboriginal,East Arnhem,376
2016,Final,Female,40-,Aboriginal,Greater Darwin,563
2016,Final,Female,40-,Aboriginal,Top End,399
2016,Final,Female,40-,Non-Aboriginal,Barkly,61
2016,Final,Female,40-,Non-Aboriginal,Big Rivers,287
2016,Final,Female,40-,Non-Aboriginal,Central Australia,730
2016,Final,Female,40-,Non-Aboriginal,East Arnhem,176
2016,Final,Female,40-,Non-Aboriginal,Greater Darwin,4574
2016,Final,Female,40-,Non-Aboriginal,Top End,152
2016,Final,Male,45-,Aboriginal,Barkly,153
2016,Final,Male,45-,Aboriginal,Big Rivers,340
2016,Final,Male,45-,Aboriginal,Central Australia,524
2016,Final,Male,45-,Aboriginal,East Arnhem,269
2016,Final,Male,45-,Aboriginal,Greater Darwin,532
2016,Final,Male,45-,Aboriginal,Top End,379
2016,Final,Male,45-,Non-Aboriginal,Barkly,93
2016,Final,Male,45-,Non-Aboriginal,Big Rivers,355
2016,Final,Male,45-,Non-Aboriginal,Central Australia,814
2016,Final,Male,45-,Non-Aboriginal,East Arnhem,190
2016,Final,Male,45-,Non-Aboriginal,Greater Darwin,5087
2016,Final,Male,45-,Non-Aboriginal,Top End,195
2016,Final,Female,45-,Aboriginal,Barkly,163
2016,Final,Female,45-,Aboriginal,Big Rivers,413
2016,Final,Female,45-,Aboriginal,Central Australia,578
2016,Final,Female,45-,Aboriginal,East Arnhem,312
2016,Final,Female,45-,Aboriginal,Greater Darwin,526
2016,Final,Female,45-,Aboriginal,Top End,394
2016,Final,Female,45-,Non-Aboriginal,Barkly,65
2016,Final,Female,45-,Non-Aboriginal,Big Rivers,304
2016,Final,Female,45-,Non-Aboriginal,Central Australia,840
2016,Final,Female,45-,Non-Aboriginal,East Arnhem,134
2016,Final,Female,45-,Non-Aboriginal,Greater Darwin,4387
2016,Final,Female,45-,Non-Aboriginal,Top End,202
2016,Final,Male,5-,Aboriginal,Barkly,289
2016,Final,Male,5-,Aboriginal,Big Rivers,670
2016,Final,Male,5-,Aboriginal,Central Australia,787
2016,Final,Male,5-,Aboriginal,East Arnhem,514
2016,Final,Male,5-,Aboriginal,Greater Darwin,947
2016,Final,Male,5-,Aboriginal,Top End,711
2016,Final,Male,5-,Non-Aboriginal,Barkly,58
2016,Final,Male,5-,Non-Aboriginal,Big Rivers,281
2016,Final,Male,5-,Non-Aboriginal,Central Australia,671
2016,Final,Male,5-,Non-Aboriginal,East Arnhem,205
2016,Final,Male,5-,Non-Aboriginal,Greater Darwin,4126
2016,Final,Male,5-,Non-Aboriginal,Top End,146
2016,Final,Female,5-,Aboriginal,Barkly,274
2016,Final,Female,5-,Aboriginal,Big Rivers,647
2016,Final,Female,5-,Aboriginal,Central Australia,752
2016,Final,Female,5-,Aboriginal,East Arnhem,524
2016,Final,Female,5-,Aboriginal,Greater Darwin,865
2016,Final,Female,5-,Aboriginal,Top End,600
2016,Final,Female,5-,Non-Aboriginal,Barkly,68
2016,Final,Female,5-,Non-Aboriginal,Big Rivers,245
2016,Final,Female,5-,Non-Aboriginal,Central Australia,633
2016,Final,Female,5-,Non-Aboriginal,East Arnhem,186
2016,Final,Female,5-,Non-Aboriginal,Greater Darwin,3926
2016,Final,Female,5-,Non-Aboriginal,Top End,113
2016,Final,Male,50-,Aboriginal,Barkly,121
2016,Final,Male,50-,Aboriginal,Big Rivers,267
2016,Final,Male,50-,Aboriginal,Central Australia,362
2016,Final,Male,50-,Aboriginal,East Arnhem,221
2016,Final,Male,50-,Aboriginal,Greater Darwin,429
2016,Final,Male,50-,Aboriginal,Top End,333
2016,Final,Male,50-,Non-Aboriginal,Barkly,93
2016,Final,Male,50-,Non-Aboriginal,Big Rivers,349
2016,Final,Male,50-,Non-Aboriginal,Central Australia,883
2016,Final,Male,50-,Non-Aboriginal,East Arnhem,168
2016,Final,Male,50-,Non-Aboriginal,Greater Darwin,4641
2016,Final,Male,50-,Non-Aboriginal,Top End,253
2016,Final,Female,50-,Aboriginal,Barkly,135
2016,Final,Female,50-,Aboriginal,Big Rivers,291
2016,Final,Female,50-,Aboriginal,Central Australia,469
2016,Final,Female,50-,Aboriginal,East Arnhem,271
2016,Final,Female,50-,Aboriginal,Greater Darwin,443
2016,Final,Female,50-,Aboriginal,Top End,334
2016,Final,Female,50-,Non-Aboriginal,Barkly,76
2016,Final,Female,50-,Non-Aboriginal,Big Rivers,336
2016,Final,Female,50-,Non-Aboriginal,Central Australia,857
2016,Final,Female,50-,Non-Aboriginal,East Arnhem,136
2016,Final,Female,50-,Non-Aboriginal,Greater Darwin,3975
2016,Final,Female,50-,Non-Aboriginal,Top End,186
2016,Final,Male,55-,Aboriginal,Barkly,83
2016,Final,Male,55-,Aboriginal,Big Rivers,202
2016,Final,Male,55-,Aboriginal,Central Australia,295
2016,Final,Male,55-,Aboriginal,East Arnhem,170
2016,Final,Male,55-,Aboriginal,Greater Darwin,344
2016,Final,Male,55-,Aboriginal,Top End,210
2016,Final,Male,55-,Non-Aboriginal,Barkly,90
2016,Final,Male,55-,Non-Aboriginal,Big Rivers,327
2016,Final,Male,55-,Non-Aboriginal,Central Australia,883
2016,Final,Male,55-,Non-Aboriginal,East Arnhem,133
2016,Final,Male,55-,Non-Aboriginal,Greater Darwin,4028
2016,Final,Male,55-,Non-Aboriginal,Top End,232
2016,Final,Female,55-,Aboriginal,Barkly,87
2016,Final,Female,55-,Aboriginal,Big Rivers,217
2016,Final,Female,55-,Aboriginal,Central Australia,395
2016,Final,Female,55-,Aboriginal,East Arnhem,194
2016,Final,Female,55-,Aboriginal,Greater Darwin,347
2016,Final,Female,55-,Aboriginal,Top End,232
2016,Final,Female,55-,Non-Aboriginal,Barkly,79
2016,Final,Female,55-,Non-Aboriginal,Big Rivers,306
2016,Final,Female,55-,Non-Aboriginal,Central Australia,823
2016,Final,Female,55-,Non-Aboriginal,East Arnhem,112
2016,Final,Female,55-,Non-Aboriginal,Greater Darwin,3615
2016,Final,Female,55-,Non-Aboriginal,Top End,174
2016,Final,Male,60-,Aboriginal,Barkly,51
2016,Final,Male,60-,Aboriginal,Big Rivers,146
2016,Final,Male,60-,Aboriginal,Central Australia,193
2016,Final,Male,60-,Aboriginal,East Arnhem,120
2016,Final,Male,60-,Aboriginal,Greater Darwin,273
2016,Final,Male,60-,Aboriginal,Top End,161
2016,Final,Male,60-,Non-Aboriginal,Barkly,77
2016,Final,Male,60-,Non-Aboriginal,Big Rivers,327
2016,Final,Male,60-,Non-Aboriginal,Central Australia,701
2016,Final,Male,60-,Non-Aboriginal,East Arnhem,91
2016,Final,Male,60-,Non-Aboriginal,Greater Darwin,3366
2016,Final,Male,60-,Non-Aboriginal,Top End,231
2016,Final,Female,60-,Aboriginal,Barkly,92
2016,Final,Female,60-,Aboriginal,Big Rivers,140
2016,Final,Female,60-,Aboriginal,Central Australia,281
2016,Final,Female,60-,Aboriginal,East Arnhem,157
2016,Final,Female,60-,Aboriginal,Greater Darwin,289
2016,Final,Female,60-,Aboriginal,Top End,177
2016,Final,Female,60-,Non-Aboriginal,Barkly,71
2016,Final,Female,60-,Non-Aboriginal,Big Rivers,235
2016,Final,Female,60-,Non-Aboriginal,Central Australia,619
2016,Final,Female,60-,Non-Aboriginal,East Arnhem,68
2016,Final,Female,60-,Non-Aboriginal,Greater Darwin,2755
2016,Final,Female,60-,Non-Aboriginal,Top End,165
2016,Final,Male,65-,Aboriginal,Barkly,41
2016,Final,Male,65-,Aboriginal,Big Rivers,77
2016,Final,Male,65-,Aboriginal,Central Australia,118
2016,Final,Male,65-,Aboriginal,East Arnhem,59
2016,Final,Male,65-,Aboriginal,Greater Darwin,158
2016,Final,Male,65-,Aboriginal,Top End,78
2016,Final,Male,65-,Non-Aboriginal,Barkly,64
2016,Final,Male,65-,Non-Aboriginal,Big Rivers,258
2016,Final,Male,65-,Non-Aboriginal,Central Australia,456
2016,Final,Male,65-,Non-Aboriginal,East Arnhem,77
2016,Final,Male,65-,Non-Aboriginal,Greater Darwin,2620
2016,Final,Male,65-,Non-Aboriginal,Top End,188
2016,Final,Female,65-,Aboriginal,Barkly,54
2016,Final,Female,65-,Aboriginal,Big Rivers,102
2016,Final,Female,65-,Aboriginal,Central Australia,188
2016,Final,Female,65-,Aboriginal,East Arnhem,65
2016,Final,Female,65-,Aboriginal,Greater Darwin,173
2016,Final,Female,65-,Aboriginal,Top End,96
2016,Final,Female,65-,Non-Aboriginal,Barkly,33
2016,Final,Female,65-,Non-Aboriginal,Big Rivers,169
2016,Final,Female,65-,Non-Aboriginal,Central Australia,342
2016,Final,Female,65-,Non-Aboriginal,East Arnhem,35
2016,Final,Female,65-,Non-Aboriginal,Greater Darwin,2065
2016,Final,Female,65-,Non-Aboriginal,Top End,125
2016,Final,Male,70-,Aboriginal,Barkly,37
2016,Final,Male,70-,Aboriginal,Big Rivers,55
2016,Final,Male,70-,Aboriginal,Central Australia,71
2016,Final,Male,70-,Aboriginal,East Arnhem,33
2016,Final,Male,70-,Aboriginal,Greater Darwin,72
2016,Final,Male,70-,Aboriginal,Top End,34
2016,Final,Male,70-,Non-Aboriginal,Barkly,33
2016,Final,Male,70-,Non-Aboriginal,Big Rivers,169
2016,Final,Male,70-,Non-Aboriginal,Central Australia,239
2016,Final,Male,70-,Non-Aboriginal,East Arnhem,25
2016,Final,Male,70-,Non-Aboriginal,Greater Darwin,1561
2016,Final,Male,70-,Non-Aboriginal,Top End,123
2016,Final,Female,70-,Aboriginal,Barkly,35
2016,Final,Female,70-,Aboriginal,Big Rivers,71
2016,Final,Female,70-,Aboriginal,Central Australia,162
2016,Final,Female,70-,Aboriginal,East Arnhem,35
2016,Final,Female,70-,Aboriginal,Greater Darwin,78
2016,Final,Female,70-,Aboriginal,Top End,38
2016,Final,Female,70-,Non-Aboriginal,Barkly,19
2016,Final,Female,70-,Non-Aboriginal,Big Rivers,97
2016,Final,Female,70-,Non-Aboriginal,Central Australia,211
2016,Final,Female,70-,Non-Aboriginal,East Arnhem,11
2016,Final,Female,70-,Non-Aboriginal,Greater Darwin,1253
2016,Final,Female,70-,Non-Aboriginal,Top End,48
2016,Final,Male,75-,Aboriginal,Barkly,3
2016,Final,Male,75-,Aboriginal,Big Rivers,18
2016,Final,Male,75-,Aboriginal,Central Australia,51
2016,Final,Male,75-,Aboriginal,East Arnhem,6
2016,Final,Male,75-,Aboriginal,Greater Darwin,38
2016,Final,Male,75-,Aboriginal,Top End,18
2016,Final,Male,75-,Non-Aboriginal,Barkly,33
2016,Final,Male,75-,Non-Aboriginal,Big Rivers,108
2016,Final,Male,75-,Non-Aboriginal,Central Australia,141
2016,Final,Male,75-,Non-Aboriginal,East Arnhem,10
2016,Final,Male,75-,Non-Aboriginal,Greater Darwin,887
2016,Final,Male,75-,Non-Aboriginal,Top End,51
2016,Final,Female,75-,Aboriginal,Barkly,8
2016,Final,Female,75-,Aboriginal,Big Rivers,35
2016,Final,Female,75-,Aboriginal,Central Australia,75
2016,Final,Female,75-,Aboriginal,East Arnhem,16
2016,Final,Female,75-,Aboriginal,Greater Darwin,58
2016,Final,Female,75-,Aboriginal,Top End,30
2016,Final,Female,75-,Non-Aboriginal,Barkly,10
2016,Final,Female,75-,Non-Aboriginal,Big Rivers,63
2016,Final,Female,75-,Non-Aboriginal,Central Australia,137
2016,Final,Female,75-,Non-Aboriginal,East Arnhem,3
2016,Final,Female,75-,Non-Aboriginal,Greater Darwin,763
2016,Final,Female,75-,Non-Aboriginal,Top End,19
2016,Final,Male,80-,Aboriginal,Barkly,10
2016,Final,Male,80-,Aboriginal,Big Rivers,31
2016,Final,Male,80-,Aboriginal,Central Australia,24
2016,Final,Male,80-,Aboriginal,East Arnhem,6
2016,Final,Male,80-,Aboriginal,Greater Darwin,6
2016,Final,Male,80-,Aboriginal,Top End,7
2016,Final,Male,80-,Non-Aboriginal,Barkly,1
2016,Final,Male,80-,Non-Aboriginal,Big Rivers,40
2016,Final,Male,80-,Non-Aboriginal,Central Australia,53
2016,Final,Male,80-,Non-Aboriginal,East Arnhem,1
2016,Final,Male,80-,Non-Aboriginal,Greater Darwin,398
2016,Final,Male,80-,Non-Aboriginal,Top End,10
2016,Final,Female,80-,Aboriginal,Barkly,19
2016,Final,Female,80-,Aboriginal,Big Rivers,30
2016,Final,Female,80-,Aboriginal,Central Australia,82
2016,Final,Female,80-,Aboriginal,East Arnhem,3
2016,Final,Female,80-,Aboriginal,Greater Darwin,27
2016,Final,Female,80-,Aboriginal,Top End,15
2016,Final,Female,80-,Non-Aboriginal,Barkly,0
2016,Final,Female,80-,Non-Aboriginal,Big Rivers,20
2016,Final,Female,80-,Non-Aboriginal,Central Australia,96
2016,Final,Female,80-,Non-Aboriginal,East Arnhem,3
2016,Final,Female,80-,Non-Aboriginal,Greater Darwin,389
2016,Final,Female,80-,Non-Aboriginal,Top End,5
2016,Final,Male,85+,Aboriginal,Barkly,0
2016,Final,Male,85+,Aboriginal,Big Rivers,32
2016,Final,Male,85+,Aboriginal,Central Australia,5
2016,Final,Male,85+,Aboriginal,East Arnhem,0
2016,Final,Male,85+,Aboriginal,Greater Darwin,11
2016,Final,Male,85+,Aboriginal,Top End,3
2016,Final,Male,85+,Non-Aboriginal,Barkly,1
2016,Final,Male,85+,Non-Aboriginal,Big Rivers,22
2016,Final,Male,85+,Non-Aboriginal,Central Australia,34
2016,Final,Male,85+,Non-Aboriginal,East Arnhem,2
2016,Final,Male,85+,Non-Aboriginal,Greater Darwin,272
2016,Final,Male,85+,Non-Aboriginal,Top End,13
2016,Final,Female,85+,Aboriginal,Barkly,0
2016,Final,Female,85+,Aboriginal,Big Rivers,15
2016,Final,Female,85+,Aboriginal,Central Australia,39
2016,Final,Female,85+,Aboriginal,East Arnhem,0
2016,Final,Female,85+,Aboriginal,Greater Darwin,24
2016,Final,Female,85+,Aboriginal,Top End,16
2016,Final,Female,85+,Non-Aboriginal,Barkly,0
2016,Final,Female,85+,Non-Aboriginal,Big Rivers,19
2016,Final,Female,85+,Non-Aboriginal,Central Australia,92
2016,Final,Female,85+,Non-Aboriginal,East Arnhem,0
2016,Final,Female,85+,Non-Aboriginal,Greater Darwin,340
2016,Final,Female,85+,Non-Aboriginal,Top End,8
2017,Final,Male,0-,Aboriginal,Barkly,296
2017,Final,Male,0-,Aboriginal,Big Rivers,648
2017,Final,Male,0-,Aboriginal,Central Australia,728
2017,Final,Male,0-,Aboriginal,East Arnhem,479
2017,Final,Male,0-,Aboriginal,Greater Darwin,954
2017,Final,Male,0-,Aboriginal,Top End,621
2017,Final,Male,0-,Non-Aboriginal,Barkly,68
2017,Final,Male,0-,Non-Aboriginal,Big Rivers,296
2017,Final,Male,0-,Non-Aboriginal,Central Australia,778
2017,Final,Male,0-,Non-Aboriginal,East Arnhem,181
2017,Final,Male,0-,Non-Aboriginal,Greater Darwin,4645
2017,Final,Male,0-,Non-Aboriginal,Top End,126
2017,Final,Female,0-,Aboriginal,Barkly,251
2017,Final,Female,0-,Aboriginal,Big Rivers,627
2017,Final,Female,0-,Aboriginal,Central Australia,707
2017,Final,Female,0-,Aboriginal,East Arnhem,392
2017,Final,Female,0-,Aboriginal,Greater Darwin,894
2017,Final,Female,0-,Aboriginal,Top End,554
2017,Final,Female,0-,Non-Aboriginal,Barkly,65
2017,Final,Female,0-,Non-Aboriginal,Big Rivers,329
2017,Final,Female,0-,Non-Aboriginal,Central Australia,677
2017,Final,Female,0-,Non-Aboriginal,East Arnhem,169
2017,Final,Female,0-,Non-Aboriginal,Greater Darwin,4595
2017,Final,Female,0-,Non-Aboriginal,Top End,119
2017,Final,Male,10-,Aboriginal,Barkly,292
2017,Final,Male,10-,Aboriginal,Big Rivers,624
2017,Final,Male,10-,Aboriginal,Central Australia,690
2017,Final,Male,10-,Aboriginal,East Arnhem,588
2017,Final,Male,10-,Aboriginal,Greater Darwin,971
2017,Final,Male,10-,Aboriginal,Top End,649
2017,Final,Male,10-,Non-Aboriginal,Barkly,28
2017,Final,Male,10-,Non-Aboriginal,Big Rivers,198
2017,Final,Male,10-,Non-Aboriginal,Central Australia,568
2017,Final,Male,10-,Non-Aboriginal,East Arnhem,155
2017,Final,Male,10-,Non-Aboriginal,Greater Darwin,3553
2017,Final,Male,10-,Non-Aboriginal,Top End,71
2017,Final,Female,10-,Aboriginal,Barkly,206
2017,Final,Female,10-,Aboriginal,Big Rivers,617
2017,Final,Female,10-,Aboriginal,Central Australia,703
2017,Final,Female,10-,Aboriginal,East Arnhem,482
2017,Final,Female,10-,Aboriginal,Greater Darwin,910
2017,Final,Female,10-,Aboriginal,Top End,567
2017,Final,Female,10-,Non-Aboriginal,Barkly,31
2017,Final,Female,10-,Non-Aboriginal,Big Rivers,190
2017,Final,Female,10-,Non-Aboriginal,Central Australia,529
